tps
1.95
3.09
2.92
1.85
2.38
2.52
2.74
2.85
1.97
1.39
1.92
1.9
2.12
1.98
1.49
2.65
1.76
1.43
1.7
1.9
3.8
3.39
3.14
3.45
3.81
3.79
3.74
3.33
2.72
3.61
3.64
3.58
3.49
4.02
4.98
4.21
4.43
3.95
3.97
3.87
3.46
3.89
3.88
3.7
3.35
3.33
4.32
4.06
2.68
4.04
3.59
3.5
2.11
2.83
4.13
2.88
2.06
2.97
2.14
2.19
3.28
2.99
2.37
3.67
2.97
5.0
1.79
1.96
1.91
2.1
1.47
1.42
2.3
2.47
1.47
1.62
1.04
6.77
6.26
6.81
2.44
2.34
1.52
2.42
2.17
1.13
1.55
2.3
3.08
1.19
1.84
3.34
3.34
1.36
2.4
1.28
2.13
2.79
2.09
2.11
6.71
6.6
6.68
7.05
6.82
6.92
6.41
6.47
6.75
6.77
6.76
6.74
7.04
7.01
6.65
6.98
6.74
6.95
6.69
6.59
6.23
5.45
6.78
6.04
6.79
6.79
5.21
6.08
6.99
7.23
7.14
7.15
5.29
4.65
4.68
7.13
5.25
4.21
6.9
4.04
5.13
3.7
4.48
3.64
3.18
5.04
4.23
4.5
4.45
2.75
3.24
5.42
3.72
6.41
5.37
5.72
5.58
5.14
5.14
4.99
5.14
5.01
5.32
5.13
3.48
4.3
4.05
3.96
5.8
5.96
6.03
6.02
6.06
2.65
3.85
3.45
6.03
3.49
2.94
