tps
6.50
123.00
136.30
128.51
130.24
139.20
130.22
118.02
118.83
132.22
129.61
138.72
135.28
115.67
124.42
133.47
138.35
139.42
129.21
136.80
130.51
129.13
135.59
130.59
129.15
134.06
132.87
137.22
117.82
128.83
133.78
130.54
128.32
126.01
137.24
134.59
134.71
135.20
132.57
107.03
128.42
128.75
131.80
126.99
138.93
128.24
135.09
115.79
97.08 
129.00
125.18
138.85
134.14
130.50
134.51
137.08
136.99
127.85
129.01
129.58
128.11
135.54
136.59
139.86
131.80
126.13
137.19
135.91
102.40
138.03
129.82
128.30
134.97
136.86
139.76
134.11
130.18
127.05
140.82
135.74
123.98
124.81
111.72
136.17
135.40
127.86
133.38
135.64
138.59
136.74
136.68
137.48
139.08
137.93
137.59
136.49
131.45
135.96
137.51
136.69
